date,asset,1D,3D,5D,7D,factor,factor_quantile
2016-01-04 00:00:00+00:00,A,0.0,0.0,-0.06758417301548292,-0.06758417301548292,321.0,1
2016-01-04 00:00:00+00:00,AAL,0.0,0.0,0.004155463211928501,0.004155463211928501,1156.0,3
2016-01-04 00:00:00+00:00,AAP,0.0,0.0,-0.03409090909090906,-0.03409090909090906,1556.0,3
2016-01-04 00:00:00+00:00,AAPL,0.0,0.0,-0.06473659231134321,-0.06473659231134321,2547.0,5
2016-01-04 00:00:00+00:00,ABBV,0.0,0.0,-0.06474570387085565,-0.06474570387085565,438.0,1
